<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
North Central,Anuradhapura,Hot,Cultural,RAJARATA HOTEL,"ROWING CLUB ROAD,ANURADHAPURA.",8000,"Tuk Tuk Tours,Mountain Bike Tours,Visit Ancient Ruins,Archaeology Tours,Visit Sacred & Religious Sites,Explore Hidden Gems"
North Central,Anuradhapura,Hot,Cultural,AVASTA RESORT AND SPA,"NO 92,NIWANTHAKA CHETHIYA ROAD,ANURADHAPURAYA",31000,"Tuk Tuk Tours,Mountain Bike Tours,Visit Ancient Ruins,Archaeology Tours,Visit Sacred & Religious Sites,Explore Hidden Gems"
Uva,Badulla,Cold,Relaxing,FOREST PARADISE GUEST HOME,"PASSARA ROAD, ELLA.",11800,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,CLOUDS,"64,LILY AVE, HAPUTALE.",26300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SAMANPAYA HOLIDAY BUNGALOW,"HELAMUDUNA, BANDARAWELA.",8000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WASALA VILLAGE VIEW,"""WASALA"" , MULLE WATTA, ELLA GAMA, DIYATALAWA",12500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,VIHARAGALA ESTATE BUNGALOW,"BERAGALA KOSLANDA RD, NIKAPOTHA P.O. VIA HAPUTALE",5900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,UVA BEN HEAD PLANTATION (UPPER) BUNGALOW,"UVA BEN HEAD ESTATE, WELIMADA",16600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,HILL SAFARI,"LOWER BRAY ESTATE, OHIYA",32300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,CRANFORD VILLA,"542, KAHAGOLLA, DIYATHALAWA",23100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,KIRCHHAYN BUNGALOW,"KIRCHHAYN BUNGALOW, AISLABY FARM & ESTATE, BANDARAWELA",13600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,DUTCH HOUSE,"DUTCH HOUSE, ""SAGALA"",POONAGALA ROAD, BANDARAWELA",14900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SUNTOP INN,"NO 18,POLICE ROAD,ELLA",25400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,FREEDOM GUEST INN,"132/1,SAPUMALTHANNA,PASSARA ROAD,ELLA",6600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ROCK VIEW,"ROCK VIEW GUEST HOUSE,ELLA",17800,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SANROCK,"NO 9, RATHNAGIRI WATTA, ELLA",9200,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,UVA BEN HEAD PLANTATION (LOWER) BUNGALOW,"UVA BEN HEAD ESTATE, WELIMADA",13100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PLANTERS BUNGALOW,"10 MILE POST, UVA- KARADAGOLLA, ELLA",11400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GREEN VIEW GUEST,"GREEN VIEW GUEST,ELLA.",13500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,CHAMELIA,"WATTAHERIYA WATTA,BALLAKETUWA ROAD,ELLA",18500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,LA- MONTANA RESORT,"""DISNA""KITHAL-ELLA,ELLA",16000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,THE MOUNTAIN HEAVENS,"KITHAL ELLA, ELLA",4000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,DIYALUMA FALLS INN,"NO. 14, DIYALUMA, KOSLANDA",25700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,HOTEL THUSHARA,"WELIMADA ROAD, BORALANDA",13500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GRAND ELLA MOTEL,ELLA,34700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,BADULLA NEW TOURIST INN,"122, MAHIYANGANA ROAD, BADULLA.",43500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,EAGLE NEST HOLIDAY INN,"NO.159, LOWER STREET, BADULLA.",20400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GREEN WOODS HOLIDAY INN,"NO.301, BANDARAWELA ROAD, BADULLA.",26300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,HOTEL LION INN,"BINDUNUWEWA, BANDARAWELA.",26000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,LUNUGALA REST HOUSE,"REST HOUSE, LUNUGALA.",16300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,NEW VIWEKA INN,"NO.180, NUWARAELIYA ROAD, WELIMADA.",9100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,RIVERSIDE INN,"RIVERSIDE INN,NO.114,ELLATOTA,BANDARAWELA",37900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,RIVER SIDE HOLIDAY INN,"NO.27,LOWER KINGS STREET,BADULLA",21600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SORABORA GEDARA,"SORABORA WAWA ROAD,MAHIYANGANA",16300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WICKS RIVER INN,"SINHGAPURA,BOGAHAMADITHA,HALI ELA,BADULLA",8700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,THUSHARA TOURIST HOTEL,"34,BANDARWELA ROAD,WELIMADA.",25200,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,UDAYANGA GUEST HOUSE,"WELLAWAYA ROAD,ELLA",7000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,BIMSARA GUEST HOUSE,"NO. 79, ATTANAGOLLA, LUNUGALA",38900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA GAP TOURIST INN,"PASSARA ROAD, ELLA",29400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GALOYA HOTEL,"NILIATUGODA, ETTAMPITIYA",18600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,HIGH CLIFFE HOTEL,"NO.15,STATION ROAD,,HAPUTHALE",31400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PARADISE INN,"NO. 238/2, NUWARA ELIYA ROAD, WELIMADA",7700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PEACE HEAVEN INN,"NO. 18, PEELIPOTHAGAMA ROAD, BADULLA",30700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,THUSHARA RESTAURANT & GUEST HOUSE,NO 02.NUWARAELIYA RD.WELIMADA.,8500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PINE VILLAGE GUEST HOUSE,"VELEGAMA, UVA - THANNA",8900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GREYSTONES VILLA,"""GREYSTONE VILLA"", DIYATALAWA",12100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WHITE HOUSE HOLIDAY INN,"15/4,BUTTHALA ROAD,PANGUWATTA GAMA,PASSARA",13600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,LIVING HERITAGE KOSLANDA,"EGODAWATTE ESTATE,NAULLA,KOSLANDA,UVA",12700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,FEELIN GOOD RESORT,"10TH MILE POST, UVA, KARADAGOLLA, ELLA.",17700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,THOTALAGALA PLANTERS LODGE,"THOTALAGALA,DAMBATENNE ROAD,HAPUTALE.",6600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PASLA HOTEL,"NO 47, MAIN STREET, ELLA",8900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA FLOWER GARDEN AND RESORT,"THIRD MILE POST, PASSARA ROAD, ELLA",23900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,HOTEL ONROCK,"WEMULLAHENA, ELLA",23500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SORABORA VILLAGE INN,"SORABORA WEWA ROAD,MAHIYANGANAYA",7600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,EESHANI GUEST INN,"22/3,POLICE STATION ROAD, ELLA.",17300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,AMPERSAND,"WELIHELAGAMA ROAD, ELLAGAMA,DIYATALAWA",16300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,VLARS HOLIDAY BUNGALOW,"12B, FARM ROAD, BINDUNUWEWA, BANDARAWELA",25800,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,AWINCO REST,"122, BADULLA ROAD, HAPUTALE",46100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,RAVEENA GUEST INN,"SAPUMALTANNA,WELLAWAYA RD,ELLA",18000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GREEN RESIDENCE,"GREEN RESIDANCE, ELLA",10400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,MAMA COTTAGE,"SAPUMALTHANNA,PASSARA ROAD,ELLA",10800,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WATERFALLS HOMESTAY,"WATAGODAWATHTHA, KITHELELLA, ELLA",10500,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SUNNYSIDE HOLIDAY BUNGALOW,"150, BANDARAWELA ROAD, ELLA",12900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GREEN HILL ELLA,"PASSARA ROAD,SAPUMALTHANNA,ELLA",10000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,DEWLEE HOMESTAY,"""VIJAYA"" .HELLA HALPE, BANDARAWELA",21900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,NATURE RESORT,"NO 378/1, NEAR TUNNEL , ELLA",34300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SURAMYA,"NO.23.SURAMYA,DHARMAPALA MAWATHA, BANDARAWELA.",31100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA HIDE VIEW,"ETHIMALE,KITHAL-ELLA,ELLA",46800,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,MONARCH ELLA,"ETHULGASHINNA,KITHAL-ELLA,ELLA",17100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ROYAL VANTAGE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",12400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,COZY HOME STAY,"WATERFALL ROAD,WATAGODA WATTA,KITHAL-ELLA,ELLA",18100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,LAURA,"SIRISEWANA,KITHAL-ELLA,ELLA",12900,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,NAMAL'S GREAT VIEW HOME STAY,"KITHAL-ELLA,ELLA",11300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,DIMUTHU HOME STAY,"TEMPLE ROAD,ETHIMALE,KITHAL-ELLA,ELLA",16700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,PARAISO HOME STAY,"TEMPLE ROAD,KITHAL-ELLA,ELLA",19300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,BLOOMING ROSE,"ETHIMALE,KITHAL-ELLA,ELLA",15700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ROMANCE IN ELLA,"MEDAPATHANA,KITHAL-ELLA,ELLA",21100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WATERFALL VIEW,"NO,226,WATAGODAWATTA,KITHAL-ELLA,ELLA",5000,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,NICEVIEW HOMESTAY,"KUDUGAL PATHANA,KITHAL-ELLA,ELLA",19600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,GOLDEN VIEW GUEST,"MEDAPATHANA,KITHAL-ELLA,ELLA",16700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,WILL GUEST HOMESTAY,"""SANIRU""KIRIWETIYA,KITHAL-ELLA,ELLA",17400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,OWIN HILL HOMESTAY,"""SUCHITHRA"",KUDUGAL PATHANA,KITHAL-ELLA,ELLA",14700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,DABAN HOMESTAY,"""SEWWANDI"",KITHAL-ELLA,ELLA",14700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,LUCKY STAR,"""LUCKY STAR"" KITHAL-ELLA,ELLA",17600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,THE LOVER STAY,"AMBAGAHAWATTA,MEDAPATHANA,KITHAL-ELLA,ELLA",23300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA HAPPY VIEW,"KITHAL-ELLA,ELLA",24100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,BLUE RIBBON HOMESTAY,"WATERFALL ROAD,KITHAL-ELLA,ELLA",20700,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA RIVER FRONT,"""SISILA"" WELLAWAYA ROAD,ELLA",21300,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,SILENT NEST,"WATAGODAWATTA,KITHAL-ELLA,ELLA",7100,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,BRILLIANT VIEW,"WATERFALL HOMESTAY ROAD,KITHAL-ELLA,ELLA",7400,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,ELLA MOUNT VIEW GUEST INN,"WATAGODA WATTA ROAD,KITHAL-ELLA,ELLA",17200,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
Uva,Badulla,Cold,Relaxing,MAPLE HOMESTAY,"""DARHANA"" KITHAL-ELLA,ELLA",8600,"Capture the perfect shot at Demodara Nine Arch Bridge,Experience cliff jumping at Diyaluma Falls,Visit St Mark’s Church,Visit Bogoda Bridge,Visit Dunhinda Falls"
